id,Problem_tag_1,Problem_tag_2,Problem_tag_3,Problem_tag_4,Solved,Problem Rating
1325F,constructive algorithms,dfs and similar,graphs,greedy,x2135,2500
1325E,brute force,dfs and similar,graphs,number theory,x2180,2600
1325D,bitmasks,constructive algorithms,greedy,number theory,x12698,1700
1325C,constructive algorithms,dfs and similar,greedy,trees,x15011,1500
1325B,greedy,implementation,,,x37492,800
1325A,constructive algorithms,greedy,number theory,,x43264,800
1324F,dfs and similar,dp,graphs,trees,x11181,1800
1324E,dp,implementation,,,x15214,1700
1324D,binary search,data structures,sortings,two pointers,x30932,1400
1324C,binary search,data structures,dfs and similar,greedy,x29248,1100
1324B,brute force,strings,,,x29488,1100
1324A,implementation,number theory,,,x26585,900
1323B,binary search,greedy,implementation,,x9999,1500
1323A,brute force,dp,greedy,implementation,x20293,800
1322F,dp,trees,,,x126,3500
1322E,data structures,,,,x333,3300
1322D,bitmasks,dp,,,x813,2800
1322C,graphs,hashing,math,number theory,x2565,2300
1322B,binary search,bitmasks,constructive algorithms,data structures,x4400,2100
1322A,greedy,,,,x12632,1300
1321C,brute force,constructive algorithms,greedy,strings,x10097,1600
1321A,greedy,,,,x14646,900
1320F,brute force,,,,x169,3500
1320E,data structures,dfs and similar,dp,shortest paths,x922,3000
1320D,data structures,hashing,strings,,x1577,2500
1320C,brute force,data structures,sortings,,x3296,2000
1320B,dfs and similar,graphs,shortest paths,,x6188,1700
1320A,data structures,dp,greedy,math,x18307,1400
1316F,data structures,divide and conquer,probabilities,,x838,2800
1316E,bitmasks,dp,greedy,sortings,x4627,2300
1316D,constructive algorithms,dfs and similar,graphs,implementation,x3443,2000
1316C,constructive algorithms,math,ternary search,,x7423,1800
1316B,brute force,constructive algorithms,implementation,sortings,x11498,1400
1316A,implementation,,,,x19362,800
1315C,greedy,,,,x10327,1200
1315B,binary search,dp,greedy,strings,x9395,1300
1315A,implementation,,,,x12386,800
1313E,data structures,hashing,strings,two pointers,x612,2700
1313D,bitmasks,dp,implementation,,x1407,2500
1313C2,data structures,dp,greedy,,x6789,1900
1313C1,brute force,data structures,dp,greedy,x10706,1500
1313B,constructive algorithms,greedy,implementation,math,x6849,1700
1313A,brute force,greedy,implementation,,x15860,900
1312G,data structures,dfs and similar,dp,,x1023,2600
1312F,games,two pointers,,,x944,2500
1312E,dp,greedy,,,x6598,2100
1312D,combinatorics,math,,,x9887,1700
1312C,bitmasks,greedy,implementation,math,x17443,1400
1312B,constructive algorithms,sortings,,,x31505,1000
1312A,geometry,greedy,math,number theory,x26771,800
1311F,data structures,divide and conquer,implementation,sortings,x4511,1900
1311E,brute force,constructive algorithms,trees,,x2516,2200
1311D,brute force,math,,,x9437,2000
1311C,brute force,,,,x16407,1300
1311B,dfs and similar,sortings,,,x19421,1200
1311A,greedy,implementation,math,,x44249,800
1310F,math,number theory,,,x85,3400
1310E,dp,,,,x367,2900
1310D,dp,graphs,probabilities,,x1782,2300
1310C,binary search,dp,strings,,x565,2800
1310B,dp,implementation,,,x552,2500
1310A,data structures,greedy,sortings,,x5334,1700
1307G,flows,graphs,shortest paths,,x547,3100
1307F,dfs and similar,dsu,trees,,x624,3300
1307E,binary search,combinatorics,dp,greedy,x1318,2500
1307D,binary search,data structures,dfs and similar,graphs,x6709,1900
1307C,brute force,dp,math,strings,x12280,1500
1307B,geometry,greedy,math,,x13586,1300
1307A,greedy,implementation,,,x15159,800
1305H,binary search,greedy,,,x142,3500
1305G,bitmasks,brute force,dp,dsu,x1140,3500
1305F,math,number theory,probabilities,,x2934,2500
1305E,constructive algorithms,greedy,implementation,math,x3193,2200
1305D,constructive algorithms,dfs and similar,interactive,trees,x5169,1900
1305C,brute force,combinatorics,math,number theory,x16326,1600
1305B,constructive algorithms,greedy,strings,two pointers,x12052,1200
1305A,brute force,constructive algorithms,greedy,sortings,x14350,800
1304F2,data structures,dp,greedy,,x1606,2400
1304F1,data structures,dp,,,x1827,2300
1304E,data structures,dfs and similar,shortest paths,trees,x5505,2000
1304D,constructive algorithms,graphs,greedy,two pointers,x6471,1800
1304C,dp,greedy,implementation,sortings,x16953,1500
1304B,brute force,constructive algorithms,greedy,implementation,x18389,1100
1304A,math,,,,x26143,800
1303G,data structures,divide and conquer,geometry,trees,x892,2700
1303F,dsu,implementation,,,x564,2800
1303E,dp,strings,,,x2994,2200
1303D,bitmasks,greedy,,,x7389,1900
1303C,dfs and similar,greedy,implementation,,x12524,1600
1303B,math,,,,x16210,1400
1303A,implementation,strings,,,x34374,800
1302J,,,,,x10,
1302I,,,,,x6,
1302H,,,,,x9,
1302G,,,,,x23,
1302F,bitmasks,brute force,expression parsing,,x74,
1302E,,,,,,
1302D,,,,,x96,
1302C,data structures,,,,x382,
1302B,constructive algorithms,,,,x146,
1302A,,,,,x298,
1301F,dfs and similar,graphs,implementation,shortest paths,x1351,2600
1301E,binary search,data structures,dp,implementation,x1562,2500
1301D,constructive algorithms,graphs,implementation,,x4135,2000
1301C,binary search,combinatorics,greedy,math,x9545,1700
1301B,binary search,greedy,ternary search,,x14596,1500
1301A,implementation,strings,,,x19707,800
1300B,greedy,implementation,sortings,,x24734,1000
1300A,implementation,math,,,x21327,800
1299E,interactive,math,,,x185,3400
1299D,bitmasks,combinatorics,dfs and similar,dp,x482,3000
1299C,data structures,geometry,greedy,,x4089,2100
1299B,geometry,,,,x5372,1800
1299A,brute force,greedy,math,,x12277,1500
1297I,*special problem,data structures,,,x33,
1297H,*special problem,dp,strings,,x48,
1297G,*special problem,dp,math,,x73,
1297F,*special problem,data structures,greedy,implementation,x121,
1297E,*special problem,dfs and similar,trees,,x209,
1297D,*special problem,binary search,greedy,sortings,x267,
1297C,*special problem,greedy,,,x406,
1297B,*special problem,implementation,sortings,,x420,
1297A,*special problem,implementation,,,x949,
1296F,constructive algorithms,dfs and similar,greedy,sortings,x2990,2100
1.30E+05,data structures,dp,,,x5265,2000
1.30E+04,constructive algorithms,dp,graphs,greedy,x7843,1800
1296D,greedy,sortings,,,x14698,1500
1296C,data structures,implementation,,,x15261,1500
1296B,math,,,,x31441,900
1296A,math,,,,x45059,800
1295F,combinatorics,dp,probabilities,,x1352,2700
1295E,data structures,divide and conquer,,,x2650,2200
1295D,math,number theory,,,x9450,1800
1295C,dp,greedy,strings,,x13443,1600
1295B,math,strings,,,x9654,1700
1295A,greedy,,,,x23464,900
1294F,dfs and similar,dp,greedy,trees,x6205,2000
1294E,greedy,implementation,math,,x5046,1900
1294D,data structures,greedy,implementation,math,x12173,1600
1294C,greedy,math,number theory,,x39251,1300
1294B,implementation,sortings,,,x22351,1200
1294A,math,,,,x49966,800
1293B,combinatorics,greedy,math,,x21714,1000
1293A,binary search,brute force,implementation,,x15824,1100
1292F,bitmasks,combinatorics,dp,,x352,3500
1292E,constructive algorithms,greedy,interactive,math,x399,3500
1292D,dp,graphs,greedy,math,x901,2700
1292C,combinatorics,dfs and similar,dp,greedy,x2149,2300
1292B,brute force,constructive algorithms,geometry,greedy,x6532,1700
1292A,data structures,dsu,implementation,,x13590,1400
1291F,graphs,interactive,,,x696,2800
1291B,greedy,implementation,,,x14644,1300
1291A,greedy,math,strings,,x20060,900
1290F,dp,,,,x519,3500
1290E,data structures,,,,x632,3300
1290D,constructive algorithms,graphs,interactive,,x894,3000
1290C,dfs and similar,dsu,graphs,,x1889,2400
1290B,binary search,constructive algorithms,data structures,strings,x6190,1800
1290A,brute force,data structures,implementation,,x8719,1600
1288F,constructive algorithms,flows,,,x565,2900
1288E,data structures,,,,x3795,2000
1288D,binary search,bitmasks,dp,,x7737,2000
1288C,combinatorics,dp,,,x13916,1600
1288B,math,,,,x17383,1100
1288A,binary search,brute force,math,ternary search,x18857,1100
1287B,brute force,data structures,implementation,,x9627,1500
1287A,greedy,implementation,,,x21327,800
1286F,brute force,constructive algorithms,dp,fft,x270,3100
1286E,data structures,strings,,,x604,3200
1286D,data structures,math,matrices,probabilities,x662,3100
1286C2,brute force,constructive algorithms,hashing,interactive,x702,2800
1286C1,brute force,constructive algorithms,interactive,math,x1495,2400
1286B,constructive algorithms,data structures,dfs and similar,graphs,x5002,1800
1286A,dp,greedy,sortings,,x9226,1800
1285F,binary search,combinatorics,number theory,,x1245,2900
1285E,brute force,constructive algorithms,data structures,dp,x1908,2300
1285D,bitmasks,brute force,dfs and similar,divide and conquer,x8142,1900
1285C,brute force,math,number theory,,x25536,1400
1285B,dp,greedy,implementation,,x25761,1300
1285A,math,,,,x29026,800
1284G,graphs,,,,x210,3300
1284F,data structures,graph matchings,graphs,math,x388,3200
1284E,combinatorics,geometry,math,sortings,x1335,2500
1284D,binary search,data structures,hashing,sortings,x3232,2100
1284C,combinatorics,math,,,x8416,1600
1284B,binary search,combinatorics,data structures,dp,x11056,1400
1284A,implementation,strings,,,x18298,800
1283F,constructive algorithms,greedy,trees,,x1936,2200
1283E,dp,greedy,,,x6929,1800
1283D,graphs,greedy,shortest paths,,x8377,1800
1283C,constructive algorithms,data structures,math,,x13618,1500
1283B,math,,,,x22319,900
1283A,math,,,,x56025,800
1282E,constructive algorithms,data structures,dfs and similar,graphs,x1186,2400
1282D,constructive algorithms,interactive,strings,,x2288,2300
1282C,greedy,sortings,two pointers,,x4423,1800
1282B2,dp,greedy,sortings,,,1600
1282B1,dp,greedy,sortings,,x11774,1400
1282A,implementation,math,,,x15119,900
1281B,greedy,,,,x8510,1600
1281A,implementation,,,,x18518,800
1280F,combinatorics,constructive algorithms,math,,x70,3400
1280E,math,,,,x213,2900
1280D,dp,greedy,trees,,x1081,2500
1280C,dfs and similar,graphs,greedy,trees,x2845,2000
1280B,implementation,math,,,x4099,1800
1280A,implementation,math,,,x5645,1700
1279F,binary search,dp,,,x1042,2800
1279E,combinatorics,dp,,,x404,2700
1279D,combinatorics,math,probabilities,,x6738,1700
1279C,data structures,implementation,,,x12041,1400
1279B,binary search,brute force,implementation,,x13981,1300
1279A,math,,,,x17270,900
1278F,combinatorics,dp,math,number theory,x2078,2600
1278E,constructive algorithms,dfs and similar,divide and conquer,trees,x1985,2200
1278D,data structures,dsu,graphs,trees,x4154,2100
1278C,data structures,dp,greedy,implementation,x8334,1700
1278B,greedy,math,,,x13768,1500
1278A,brute force,implementation,strings,,x17547,1000
1277D,data structures,hashing,implementation,math,x3193,1900
1277B,greedy,number theory,,,x15996,1200
1277A,implementation,,,,x13729,1000
1276F,string suffix structures,,,,x382,3400
1276E,constructive algorithms,,,,x104,3500
1276D,dp,trees,,,x638,2900
1276C,brute force,combinatorics,constructive algorithms,data structures,x1717,2300
1276B,combinatorics,dfs and similar,dsu,graphs,x5270,1900
1276A,dp,greedy,,,x12586,1400
1275F,*special problem,binary search,interactive,,x92,
1.28E+06,*special problem,,,,x57,
1.28E+05,*special problem,,,,x131,
1.28E+04,*special problem,,,,x255,
1275D,*special problem,,,,x422,
1275C,*special problem,,,,x679,
1275B,*special problem,,,,x825,
1275A,*special problem,,,,x889,
1272F,dp,strings,two pointers,,x2118,2200
1272E,dfs and similar,graphs,shortest paths,,x6957,1900
1272D,brute force,dp,,,x17962,1500
1272C,combinatorics,dp,implementation,,x28518,1200
1272B,constructive algorithms,greedy,implementation,,x14318,1200
1272A,brute force,greedy,math,sortings,x21421,900
1271F,brute force,,,,x214,2700
1271E,binary search,combinatorics,dp,math,x3549,2100
1271D,data structures,dp,greedy,implementation,x3213,2100
1271C,brute force,geometry,greedy,implementation,x10765,1300
1271B,greedy,math,,,x11549,1300
1271A,brute force,greedy,math,,x15383,800
1270I,constructive algorithms,fft,math,,x272,3500
1270H,data structures,,,,x855,3300
1270G,constructive algorithms,dfs and similar,graphs,math,x2591,2700
1270F,math,strings,,,x1224,2600
1270E,constructive algorithms,geometry,math,,x2447,2300
1270D,constructive algorithms,interactive,math,sortings,x4758,1900
1270C,bitmasks,constructive algorithms,math,,x14560,1400
1270B,constructive algorithms,greedy,math,,x16866,1200
1270A,games,greedy,math,,x17422,800
1269B,brute force,sortings,,,x9396,1500
1269A,brute force,math,,,x22805,800
1268E,dp,,,,x278,3400
1268D,brute force,divide and conquer,graphs,math,x578,3200
1268C,binary search,data structures,,,x1835,2300
1268B,dp,greedy,math,,x6131,2000
1268A,constructive algorithms,greedy,implementation,strings,x8816,1700
1267L,constructive algorithms,strings,,,x3254,1800
1267K,combinatorics,math,,,x2049,2100
1267J,greedy,implementation,math,,x2966,1800
1267I,brute force,constructive algorithms,implementation,interactive,x942,2600
1267H,constructive algorithms,,,,x185,3200
1267G,math,probabilities,,,x764,3000
1267F,graphs,,,,x702,2600
1267E,greedy,,,,x3416,1700
1267D,constructive algorithms,,,,x238,2800
1267C,constructive algorithms,,,,x385,3500
1267B,,,,,x4378,900
1267A,,,,,x1036,2400
1266H,dp,graphs,math,matrices,x126,3400
1266G,string suffix structures,,,,x137,3300
1266F,dfs and similar,graphs,,,x360,2900
1266E,data structures,greedy,implementation,,x2283,2100
1266D,constructive algorithms,data structures,graphs,greedy,x3710,2000
1266C,constructive algorithms,greedy,math,number theory,x9870,1400
1266B,constructive algorithms,math,,,x15898,1000
1266A,chinese remainder theorem,math,,,x16683,1000
1265E,data structures,dp,math,probabilities,x3956,2100
1265B,data structures,implementation,math,two pointers,x13159,1300
1265A,constructive algorithms,greedy,,,x15574,1000
1264F,constructive algorithms,number theory,,,x1012,3500
1264E,constructive algorithms,flows,graph matchings,,x868,2700
1264D2,combinatorics,probabilities,,,x1111,2900
1264D1,combinatorics,dp,probabilities,,x1379,2600
1264C,data structures,probabilities,,,x1242,2400
1264B,brute force,constructive algorithms,greedy,,x5932,1900
1264A,greedy,implementation,,,x10293,1500
1263F,data structures,dfs and similar,dp,flows,x915,2400
1263E,data structures,implementation,,,x2881,2100
1263D,dfs and similar,dsu,graphs,,,1500
1263C,binary search,math,meet-in-the-middle,number theory,x14136,1400
1263B,greedy,implementation,,,x11602,1400
1263A,math,,,,x16744,1100
1261F,bitmasks,divide and conquer,math,,x419,3100
1260F,data structures,trees,,,x578,2700
1260E,brute force,dp,greedy,,x1806,2400
1260D,binary search,dp,greedy,sortings,x4033,1900
1260C,greedy,math,number theory,,x8536,1700
1260B,binary search,math,,,x16270,1300
1260A,math,,,,x15324,1000
1257G,divide and conquer,fft,greedy,math,x660,2600
1257F,bitmasks,brute force,hashing,meet-in-the-middle,x2199,2400
1257E,data structures,dp,greedy,,x4384,2000
1257D,binary search,data structures,dp,greedy,x7895,1700
1257C,greedy,implementation,sortings,strings,x16416,1200
1257B,math,,,,x21764,1000
1257A,greedy,math,,,x21128,800
1256F,constructive algorithms,sortings,strings,,x3444,2000
1256E,dp,greedy,sortings,,x4349,2000
1256D,greedy,,,,x12419,1500
1256C,greedy,,,,x7102,1700
1256B,greedy,,,,x13368,1400
1256A,math,,,,x31149,1000
1255C,constructive algorithms,implementation,,,x6870,1600
1255B,graphs,implementation,,,x12250,1100
1255A,math,,,,x17628,800
1254E,combinatorics,dfs and similar,dsu,trees,x294,3300
1254D,data structures,probabilities,trees,,x1358,2700
1254C,constructive algorithms,geometry,interactive,math,x1517,2300
1254B2,constructive algorithms,greedy,math,number theory,x3287,2100
1254B1,constructive algorithms,greedy,math,number theory,x4805,1800
1254A,constructive algorithms,greedy,implementation,,x5370,1700
1253F,binary search,dsu,graphs,shortest paths,x2026,2500
1253E,data structures,dp,greedy,sortings,x2958,2200
1253D,constructive algorithms,dfs and similar,dsu,graphs,x9770,1700
1253C,dp,greedy,math,sortings,x14806,1500
1253B,greedy,implementation,,,x11441,1400
1253A,implementation,,,,x18700,1000
1252L,flows,graphs,,,x605,2300
1252K,data structures,math,matrices,,x1927,2100
1252J,brute force,dp,,,x746,2300
1252I,,,,,x32,3000
1252H,greedy,implementation,,,x2728,1800
1252G,data structures,,,,x1463,2100
1252F,hashing,trees,,,x998,2400
1252E,greedy,two pointers,,,x1273,2200
1252D,data structures,dp,strings,trees,x382,3000
1252C,data structures,implementation,,,x3830,1600
1252B,dp,trees,,,x548,2300
1252A,,,,,x5773,1000
1251F,combinatorics,fft,,,x905,2500
1.25E+05,binary search,data structures,greedy,,x2790,2400
1.25E+04,data structures,dp,greedy,,x2456,2300
1251D,binary search,greedy,sortings,,x6243,1900
1251C,greedy,two pointers,,,x13391,1600
1251B,greedy,strings,,,x11229,1400
1251A,brute force,strings,two pointers,,x20389,1000
1250N,dfs and similar,graphs,greedy,,x1659,2000
1250M,constructive algorithms,divide and conquer,,,x378,2500
1250L,binary search,greedy,math,,x4290,1500
1250K,flows,graphs,,,x245,3100
1250J,binary search,greedy,,,x3090,1800
1250I,binary search,brute force,greedy,shortest paths,x153,3100
1250H,math,,,,x4145,1500
1250G,dp,greedy,two pointers,,x747,2300
1250F,brute force,implementation,,,x7786,800
1250E,graphs,implementation,,,x841,2300
1250D,dp,,,,x198,3000
1250C,data structures,,,,x1371,2100
1250B,brute force,constructive algorithms,greedy,math,x2693,1800
1250A,implementation,,,,x4172,1400
1249F,dp,trees,,,x2531,2200
1249E,dp,shortest paths,,,x10280,1700
1249D2,data structures,greedy,sortings,,x5540,1800
1249D1,greedy,,,,x5310,1800
1249C2,binary search,greedy,math,meet-in-the-middle,x13082,1500
1249C1,brute force,greedy,implementation,,x16053,1300
1249B2,dfs and similar,dsu,math,,x17486,1300
1249B1,dsu,math,,,x21603,1000
1249A,math,,,,x23057,800
1248D1,brute force,dp,greedy,implementation,x2438,2000
1248B,greedy,math,sortings,,x17376,900
1248A,geometry,math,,,x14433,1000
1246F,,,,,x194,3500
1245F,bitmasks,brute force,combinatorics,dp,x2060,2300
1245E,dp,probabilities,shortest paths,,x1310,2300
1245D,dsu,graphs,greedy,shortest paths,x8345,1900
1245C,dp,,,,x18649,1400
1245B,constructive algorithms,dp,greedy,,x14158,1200
1245A,math,number theory,,,x14520,1000
1244G,constructive algorithms,greedy,math,,x1406,2400
1244F,constructive algorithms,implementation,,,x1583,2300
1244E,binary search,constructive algorithms,greedy,sortings,x5671,2000
1244D,brute force,constructive algorithms,dp,graphs,x7831,1800
1244C,brute force,math,number theory,,x7898,2000
1244B,brute force,implementation,,,x16670,1000
1244A,math,,,,x19620,800
1243B2,strings,,,,x7195,1600
1243B1,strings,,,,x15087,1000
1243A,implementation,,,,,800
1242E,constructive algorithms,graphs,,,x140,3200
1242D,math,,,,x210,3400
1242C,bitmasks,dfs and similar,dp,graphs,x1751,2400
1242B,dfs and similar,dsu,graphs,sortings,x8289,1900
1242A,constructive algorithms,math,number theory,,x12931,1500
1240F,graphs,,,,x295,3100
1239F,graphs,implementation,,,x301,3400
1239E,dp,implementation,,,x1082,3100
1239D,2-sat,dfs and similar,graph matchings,graphs,x2287,2400
1239C,data structures,greedy,implementation,,x1604,2300
1239B,implementation,,,,x1084,2500
1239A,combinatorics,dp,math,,x7526,1700
1238G,data structures,greedy,sortings,,x427,2700
1238F,dfs and similar,dp,graphs,trees,x1963,2200
1238E,bitmasks,dp,,,x3249,2200
1238D,binary search,combinatorics,dp,strings,x6204,1900
1238C,dp,greedy,math,,x7653,1600
1238B,greedy,sortings,,,x14154,1300
1238A,math,number theory,,,x26070,900
1237H,constructive algorithms,,,,x398,3300
1237G,data structures,dp,greedy,,x155,3500
1237F,combinatorics,dp,,,x936,2600
1237E,dp,math,,,x1413,2400
1237D,binary search,data structures,implementation,,x4383,2000
1237C2,binary search,constructive algorithms,divide and conquer,greedy,x4440,1900
1237C1,constructive algorithms,geometry,greedy,,x6203,1700
1237B,data structures,sortings,two pointers,,x18470,1300
1237A,implementation,math,,,x21094,1000
1236F,dfs and similar,graphs,math,probabilities,x187,3000
1236E,binary search,data structures,dp,dsu,x710,2500
1236D,brute force,data structures,greedy,implementation,x1709,2300
1236C,constructive algorithms,greedy,implementation,,x10330,1300
1236B,combinatorics,math,,,x11534,1500
1236A,brute force,greedy,math,,x16882,800
1234F,bitmasks,dp,,,x2835,2200
1234E,math,,,,x2866,2000
1234D,data structures,,,,x16594,1600
1234C,dp,implementation,,,x13048,1500
1234B2,data structures,implementation,,,x17686,1300
1234B1,implementation,,,,x19270,1000
1234A,math,,,,x28604,800
1231E,constructive algorithms,greedy,strings,,x871,2200
1231C,greedy,,,,x4057,1100
1230B,greedy,implementation,,,x19164,1000
1230A,brute force,implementation,,,x22243,800
1228F,constructive algorithms,implementation,trees,,x466,2500
1228E,combinatorics,dp,math,,x3015,2300
1228D,brute force,constructive algorithms,graphs,hashing,x5311,1900
1228C,math,number theory,,,x9321,1700
1228B,implementation,math,,,x11692,1400
1228A,brute force,implementation,,,x22496,800
1227G,constructive algorithms,,,,x1127,2600
1227F2,combinatorics,math,,,x1599,2400
1227F1,dp,,,,x1887,2200
1227E,binary search,graphs,graphs,shortest paths,x1538,2200
1227D2,data structures,greedy,,,x4502,1800
1227D1,data structures,greedy,,,x6605,1600
1227C,constructive algorithms,,,,x5667,1700
1227B,constructive algorithms,,,,x9983,1200
1227A,math,,,,x9998,1100
1225G,bitmasks,constructive algorithms,dp,greedy,x618,3100
1225F,constructive algorithms,greedy,trees,,x930,2500
1225E,binary search,dp,,,x1968,2200
1225D,hashing,math,number theory,,x8929,1800
1225C,bitmasks,brute force,math,,x9314,1600
1225B2,implementation,two pointers,,,x11507,1300
1225B1,implementation,,,,x12217,1000
1225A,math,,,,x16210,900
1223G,binary search,math,number theory,,x257,3200
1223F,data structures,divide and conquer,dp,hashing,x2137,2600
1223E,dp,sortings,trees,,x2752,2100
1223D,dp,greedy,two pointers,,x4219,2000
1223C,binary search,greedy,,,x9055,1600
1223B,strings,,,,x15259,1000
1223A,math,,,,x21955,800
1221G,bitmasks,brute force,combinatorics,dp,x796,2900
1221F,binary search,data structures,sortings,,x1131,2400
1221E,games,,,,x1127,2500
1221D,dp,,,,x9631,1800
1221C,binary search,math,,,x23009,1200
1221B,constructive algorithms,greedy,,,x12318,1100
1221A,brute force,greedy,math,,x17453,1000
1220G,geometry,,,,x64,3400
1220F,binary search,data structures,,,x788,2700
1220E,dfs and similar,dp,dsu,graphs,x2868,2200
1220D,bitmasks,math,number theory,,x4016,1900
1220C,games,greedy,strings,,x10501,1300
1220B,math,number theory,,,x11867,1300
1220A,implementation,sortings,strings,,x31316,800
1219G,implementation,,,,x744,2000
1219C,implementation,strings,,,x1980,1700
1218I,2-sat,dfs and similar,greedy,,x647,2100
1218H,dfs and similar,,,,x137,2900
1218G,constructive algorithms,graphs,shortest paths,,x137,3000
1218F,data structures,greedy,,,x3049,1500
1218E,divide and conquer,fft,,,x418,2500
1218D,divide and conquer,fft,graphs,,x547,2400
1218C,dp,,,,x198,2600
1218B,data structures,geometry,,,x83,3000
1218A,dp,graphs,,,,2800
1217F,data structures,divide and conquer,dsu,graphs,x656,2600
1217E,data structures,greedy,implementation,math,x2008,2300
1217D,constructive algorithms,dfs and similar,graphs,,x5623,2100
1217C,binary search,bitmasks,brute force,,x7663,1700
1217B,greedy,math,,,x11565,1600
1217A,binary search,math,,,x15341,1300
1216F,data structures,dp,greedy,,x2844,2100
1.22E+05,binary search,math,,,x1557,2200
1.22E+04,binary search,brute force,math,,x3556,1900
1216D,math,,,,x11595,1300
1216C,geometry,math,,,x9786,1700
1216B,greedy,implementation,sortings,,x19059,900
1216A,strings,,,,x19104,800
1215F,2-sat,,,,x1078,2700
1215E,bitmasks,dp,,,x3222,2200
1215D,games,greedy,math,,x6380,1700
1215C,constructive algorithms,greedy,,,x11551,1500
1215B,combinatorics,dp,implementation,,x14899,1400
1215A,greedy,implementation,math,,x11748,1000
1214H,constructive algorithms,dfs and similar,trees,,x426,2800
1214G,bitmasks,data structures,,,x319,3200
1214F,greedy,sortings,,,x469,2700
1214E,constructive algorithms,graphs,math,sortings,x2781,2000
1214D,dfs and similar,dp,flows,hashing,x5998,1900
1214C,data structures,greedy,,,x13719,1200
1214B,brute force,math,,,x11134,1100
1214A,brute force,math,,,x9256,1400
1213G,divide and conquer,dsu,graphs,sortings,x8169,1800
1213F,data structures,dfs and similar,dsu,graphs,x2700,2100
1213E,brute force,constructive algorithms,,,x5334,1900
1213D2,brute force,math,sortings,,x11819,1600
1213D1,brute force,implementation,,,x11740,1500
1213C,math,,,,x19011,1200
1213B,data structures,implementation,,,x28689,1100
1213A,math,,,,x24919,900
1211I,*special problem,graphs,,,x46,3000
1211H,*special problem,binary search,dp,trees,x50,3100
1211G,*special problem,math,trees,,x76,2500
1211F,*special problem,graphs,implementation,strings,x131,2300
1211E,*special problem,binary search,greedy,,x201,2000
1211D,*special problem,binary search,greedy,math,x239,2000
1211C,*special problem,greedy,sortings,,x542,1700
1211B,*special problem,implementation,,,x775,1500
1211A,*special problem,implementation,,,x1498,1000
1210G,dp,,,,x212,3500
1210F2,brute force,probabilities,,,x261,3200
1210F1,brute force,probabilities,,,x239,3100
1210E,math,,,,x420,2700
1210D,graphs,,,,x1541,2400
1210C,math,number theory,trees,,x3427,2000
1210B,brute force,greedy,,,x5892,1700
1210A,brute force,graphs,,,x5288,1700
1209H,data structures,greedy,math,,x156,3300
1209G2,data structures,,,,x486,3200
1209G1,data structures,dsu,greedy,implementation,x3549,2000
1209F,data structures,dfs and similar,graphs,shortest paths,x1310,2600
1.21E+05,bitmasks,dp,greedy,sortings,x2121,2500
1.21E+04,bitmasks,brute force,dp,greedy,x3073,2000
1209D,dfs and similar,dsu,graphs,,x10046,1700
1209C,constructive algorithms,greedy,implementation,,x7690,1500
1209B,implementation,math,number theory,,x8313,1300
1209A,greedy,implementation,math,,x12481,800
1208H,data structures,implementation,trees,,x176,3500
1208G,greedy,math,number theory,,x828,2800
1208F,bitmasks,dfs and similar,dp,greedy,x2799,2600
1208E,data structures,implementation,,,x2093,2200
1208D,binary search,data structures,greedy,implementation,x5086,1900
1208C,constructive algorithms,,,,x6203,1800
1208B,binary search,brute force,implementation,two pointers,x10871,1500
1208A,math,,,,x17274,900
1207G,data structures,dfs and similar,hashing,string suffix structures,x1129,2700
1207F,brute force,data structures,implementation,,x5863,2100
1207E,bitmasks,interactive,math,,x6276,1900
1207D,combinatorics,,,,x6290,1800
1207C,dp,greedy,,,x10084,1500
1207B,constructive algorithms,greedy,implementation,,x13498,1200
1207A,brute force,greedy,implementation,math,x22565,800
1206B,dp,implementation,,,x28079,900
1206A,math,sortings,,,x25415,800
1205F,constructive algorithms,math,,,x132,3400
1205E,combinatorics,strings,,,x336,3100
1205D,constructive algorithms,trees,,,x714,2700
1205C,implementation,interactive,,,x1215,2400
1205B,bitmasks,brute force,graphs,shortest paths,x6986,1900
1205A,constructive algorithms,greedy,math,,x14449,1200
1204E,combinatorics,dp,math,number theory,x1797,2300
1204D2,data structures,greedy,math,strings,x3316,2100
1204D1,brute force,greedy,strings,,x3131,2000
1204C,dp,graphs,greedy,shortest paths,x6941,1700
1204B,greedy,math,,,x17845,900
1204A,math,,,,x21668,1000
1203F2,dp,greedy,,,x3070,2300
1203F1,greedy,,,,x3769,2100
1203E,greedy,sortings,,,x14361,1500
1203D2,binary search,greedy,implementation,two pointers,x7733,1700
1203D1,greedy,implementation,,,x9143,1600
1203C,implementation,math,,,x22118,1300
1203B,greedy,math,,,x16432,1200
1203A,implementation,,,,x17099,1000
1202F,binary search,implementation,math,,,2700
1202E,brute force,string suffix structures,strings,,x2351,2400
1202D,combinatorics,constructive algorithms,math,strings,x5262,1900
1202C,brute force,data structures,dp,greedy,x2639,2100
1202B,brute force,dp,shortest paths,,x4708,1700
1202A,bitmasks,greedy,,,x10075,1100
1.20E+05,graphs,interactive,shortest paths,,x153,3000
1.20E+04,graphs,interactive,shortest paths,,x137,2900
1201D,binary search,dp,greedy,implementation,x2442,2100
1201C,binary search,greedy,math,sortings,x27614,1400
1201B,greedy,math,,,x21464,1500
1201A,implementation,strings,,,x16346,900
1200F,brute force,data structures,dfs and similar,dp,x1121,2300
